PEDOT-HTL (L1)>>thickness,PEDOT-HTL (L1)>>band gap,PEDOT-HTL (L1)>>electron affinity,N-CS2AgBiBr6 (L2)>>thickness,N-CS2AgBiBr6 (L2)>>band gap,N-CS2AgBiBr6 (L2)>>electron affinity,P-CsPb(I0.6Br0.4)3 (L3)>>thickness,P-CsPb(I0.6Br0.4)3 (L3)>>band gap,P-CsPb(I0.6Br0.4)3 (L3)>>electron affinity,Voc,Jsc,FF,eta,V_MPP,J_MPP,source_file
0.387,1.561,3.42,0.8693,2.007,3.695,0.5401,2.019,3.971,1.607536,22.90062441,83.2531,30.6484,1.470368,20.84406575,part1_cleaned.csv
0.5348,1.572,3.654,0.811,2.309,3.915,0.3675,1.933,3.795,1.379856,19.42635083,77.2193,20.6991,1.217835,16.996596,part1_cleaned.csv
0.09817,1.767,3.66,0.6061,2.072,3.686,0.792,1.752,3.879,1.461632,18.21437482,79.3849,21.1344,1.334037,15.84244264,part1_cleaned.csv
0.5672,1.394,3.657,0.3321,1.964,3.79,0.2163,1.812,3.967,1.380986,30.22732347,84.9335,35.4542,1.249907,28.36549019,part1_cleaned.csv
0.2494,1.328,3.695,0.7456,2.223,3.693,0.6016,2.026,3.9,1.339728,27.35896275,84.4579,30.9568,1.211912,25.54380098,part1_cleaned.csv
0.1511,1.46,3.654,0.3578,2.364,3.617,1.155,1.967,3.665,1.35832,14.89237327,67.7254,13.6999,1.222492,11.20653912,part1_cleaned.csv
0.1208,1.401,3.746,0.543,2.181,3.916,0.2712,1.89,3.75,1.283282,20.47424062,82.317,21.6282,1.158431,18.67022564,part1_cleaned.csv
0.5305,1.665,3.774,0.2192,1.992,3.984,0.8921,1.761,3.873,1.394831,21.40053425,79.6889,23.7872,1.256215,18.93563269,part1_cleaned.csv
0.3785,1.483,3.609,0.7794,1.932,3.628,0.4638,1.95,3.804,1.425598,25.28223109,84.6142,30.4969,1.295943,23.53259672,part1_cleaned.csv
0.5886,1.501,3.667,0.9895,2.127,3.968,0.4374,1.972,3.627,1.371812,26.2770213,83.7697,30.1966,1.239827,24.35545465,part1_cleaned.csv
0.561,1.791,3.509,0.9931,2.05,3.604,0.2508,1.858,3.902,1.555476,18.28432388,82.5532,23.4788,1.427095,16.45216768,part1_cleaned.csv
0.3412,1.708,3.426,0.2066,1.89,3.755,0.8564,1.911,3.974,1.59897,19.34430612,83.1732,25.7263,1.467504,17.53062595,part1_cleaned.csv
0.2247,1.224,3.496,0.334,1.98,3.95,0.6886,2.017,3.973,1.689494,30.04667671,62.7041,31.8309,1.185084,26.85960733,part1_cleaned.csv
0.242,1.629,3.707,0.8428,2.295,3.89,0.742,2.029,3.886,1.372888,18.36359543,79.3096,19.9949,1.238694,16.14189612,part1_cleaned.csv
0.1431,1.64,3.549,0.4569,2.21,3.713,1.043,1.828,3.967,1.454193,16.59030501,58.478,14.1081,1.202075,11.73646455,part1_cleaned.csv
0.2664,1.241,3.407,0.8999,2.111,3.918,0.4447,1.996,3.746,1.005581,30.71808419,92.0215,28.425,1.050745,27.05224422,part1_cleaned.csv
0.4507,1.719,3.773,0.7343,1.864,3.701,0.6785,2.051,3.906,1.432079,19.27676098,73.817,20.3778,1.25203,16.27581225,part1_cleaned.csv
0.4226,1.635,3.744,0.4947,2.305,3.727,0.6113,1.955,3.763,1.360977,18.97451107,77.9794,20.1373,1.233318,16.32774945,part1_cleaned.csv
0.3965,1.351,3.522,0.3992,1.97,3.671,0.7897,1.732,3.937,1.501198,30.28638449,74.0482,33.6666,1.262342,26.66997862,part1_cleaned.csv
0.5629,1.553,3.606,0.5907,1.876,3.931,0.6751,1.884,3.902,1.431076,24.55733456,84.071,29.5454,1.300203,22.7237029,part1_cleaned.csv
0.5027,1.543,3.731,0.6961,2.05,3.79,0.8616,1.727,3.835,1.32696,22.50415247,81.1137,24.2223,1.198644,20.20803507,part1_cleaned.csv
0.2129,1.304,3.454,0.6631,1.9,3.977,0.3219,1.639,3.806,2.638944,28.37885749,30.3405,22.7221,0.917525,24.76450141,part1_cleaned.csv
0.4457,1.47,3.462,0.2946,2.269,3.814,0.7886,2.07,3.707,1.555834,26.19021967,71.8081,29.2601,1.274883,22.95118137,part1_cleaned.csv
0.5037,1.674,3.655,0.2164,1.921,3.692,0.7688,1.94,3.84,1.434842,20.57072943,73.9431,21.8249,1.29387,16.86789703,part1_cleaned.csv
0.1154,1.673,3.459,0.6488,2.067,3.737,0.3024,1.663,3.735,1.522853,15.32687938,66.9026,15.6155,1.234287,12.65140894,part1_cleaned.csv
0.185,1.651,3.433,0.342,1.86,3.874,0.5865,1.902,3.716,1.5874,19.20893466,81.9873,24.9998,1.447644,17.26929358,part1_cleaned.csv
0.2324,1.634,3.573,0.6228,2.181,3.801,0.4672,2.051,3.738,1.461578,18.54037288,83.0449,22.5037,1.337429,16.82607092,part1_cleaned.csv
0.3541,1.795,3.508,0.3256,2.251,3.669,0.7676,1.658,3.895,0.58898,1.61478933,19.153,0.1822,0.257084,0.70856213,part1_cleaned.csv
0.2669,1.322,3.458,0.2356,2.007,3.681,1.1,1.636,3.737,1.533893,25.85934574,46.9226,18.6121,0.911683,20.41504863,part1_cleaned.csv
0.4964,1.701,3.613,0.257,1.833,3.944,0.3988,2.097,3.784,1.489895,20.1240081,70.1713,21.0392,1.201257,17.51433245,part1_cleaned.csv
0.5727,1.46,3.71,0.7124,2.069,3.755,0.4554,2.065,3.845,1.332326,27.67892287,84.2096,31.0543,1.198353,25.91412578,part1_cleaned.csv
0.3144,1.246,3.569,0.6115,2.057,3.984,0.6474,1.65,3.89,1.439137,18.64050948,46.0329,12.3489,1.323748,9.3287344,part1_cleaned.csv
0.388,1.585,3.554,0.3448,2.368,3.8,0.6739,1.787,3.862,1.430072,4.87660219,64.2522,4.4809,1.308355,3.42481828,part1_cleaned.csv
0.4157,1.622,3.462,0.4251,1.871,3.899,0.5969,2.069,3.807,1.567355,21.74022997,77.2994,26.3395,1.417856,18.57699594,part1_cleaned.csv
0.1144,1.655,3.474,0.7723,1.845,3.619,0.2241,1.639,3.886,1.535477,20.94951783,81.26,26.1393,1.372513,19.0448433,part1_cleaned.csv
0.2202,1.502,3.593,0.5551,1.973,3.767,0.5796,1.99,3.955,1.437213,21.97709724,83.9277,26.5092,1.308615,20.25745507,part1_cleaned.csv
0.08535,1.503,3.706,0.4274,2.229,3.967,0.2578,1.877,3.853,1.318525,16.03174323,76.6669,16.206,1.167706,13.87852475,part1_cleaned.csv
0.3827,1.464,3.7,0.407,2.139,3.982,0.6563,1.814,3.876,1.323376,23.66196712,73.852,23.1258,1.118128,20.68256699,part1_cleaned.csv
0.5006,1.416,3.566,0.3248,1.836,3.903,0.6338,1.976,3.94,1.46982,28.72407812,83.5439,35.2716,1.329364,26.53266667,part1_cleaned.csv
0.3346,1.618,3.719,0.634,2.168,3.761,0.4494,1.682,3.628,1.306429,3.71462188,57.4409,2.7875,1.172917,2.37659089,part1_cleaned.csv
0.5996,1.452,3.761,0.5502,2.343,3.889,0.5558,2.097,3.998,1.28668,27.81054952,83.5357,29.8918,1.156334,25.85048603,part1_cleaned.csv
0.2409,1.517,3.457,0.4752,2.13,3.915,0.2543,1.923,3.679,1.550828,21.72341018,72.0227,24.2639,1.27367,19.05040937,part1_cleaned.csv
0.5936,1.514,3.779,0.5228,1.941,3.62,0.9613,1.664,3.856,1.292758,25.87161962,82.7742,27.6844,1.164363,23.77646573,part1_cleaned.csv
0.2579,1.542,3.693,0.9867,2.184,3.982,0.7062,1.791,3.905,1.319847,12.32428176,69.0885,11.238,1.106152,10.15959009,part1_cleaned.csv
0.2717,1.677,3.695,0.527,1.952,3.91,0.813,1.933,3.836,1.4194,19.10134342,78.8475,21.3775,1.267659,16.86376038,part1_cleaned.csv
0.5473,1.383,3.794,0.293,2.09,3.703,0.9378,1.707,3.822,1.244038,28.12811329,73.295,25.6477,1.114797,23.00661737,part1_cleaned.csv
0.2762,1.622,3.699,0.7588,2.182,3.836,0.8977,1.782,3.779,1.348005,9.30455616,69.8501,8.761,1.211382,7.23224412,part1_cleaned.csv
0.5229,1.459,3.514,0.4618,1.832,3.928,0.4197,2.097,3.893,1.516826,27.50731878,81.636,34.0616,1.364169,24.96878288,part1_cleaned.csv
0.5324,1.245,3.453,0.3805,2.19,3.635,0.641,1.709,3.944,1.563849,24.53598875,49.6302,19.0434,1.443003,13.19705677,part1_cleaned.csv
0.4821,1.476,3.721,0.2829,1.999,4.0,0.9957,1.882,3.947,1.323029,26.60219639,83.7011,29.459,1.192637,24.70070024,part1_cleaned.csv
0.2028,1.213,3.422,0.4581,1.988,3.792,0.8378,2.07,3.791,1.820934,29.40118583,60.6579,32.4748,1.235456,26.28568449,part1_cleaned.csv
0.06898,1.65,3.68,0.211,2.372,3.694,0.6387,1.71,3.877,0.662532,1.07536623,23.4534,0.1671,0.320083,0.52204165,part1_cleaned.csv
0.3097,1.634,3.508,0.2742,2.316,3.628,0.907,1.952,3.808,1.505427,20.36745715,63.3277,19.4174,1.281589,15.15100652,part1_cleaned.csv
0.1062,1.641,3.695,0.3146,1.944,3.776,0.2141,1.738,3.719,1.381977,18.43678893,82.7962,21.0958,1.259533,16.74892483,part1_cleaned.csv
0.3059,1.656,3.526,0.3683,2.137,3.822,0.4278,1.934,3.696,1.618894,15.66383102,80.4395,20.3979,1.486691,13.72033782,part2_cleaned.csv
0.2971,1.435,3.47,0.2573,1.962,3.835,0.4594,1.647,3.78,1.365051,20.68210277,80.09,22.6111,1.235962,18.29434963,part2_cleaned.csv
0.5895,1.468,3.583,0.3518,1.917,3.788,0.4043,1.692,3.81,1.392181,19.22469559,79.1719,21.1898,1.263444,16.77143803,part2_cleaned.csv
0.3816,1.563,3.677,0.6566,2.34,3.813,0.9773,1.837,3.845,1.514896,17.41113165,81.2542,21.4317,1.387157,15.45005845,part2_cleaned.csv
0.5365,1.392,3.591,0.6414,2.092,3.633,0.4189,1.857,3.684,1.557014,16.29280937,79.8892,20.2664,1.42553,14.21674765,part2_cleaned.csv
0.49,1.22,3.729,0.6312,1.808,3.789,0.2414,1.933,3.734,1.580265,15.54085228,80.0123,19.65,1.446041,13.58879967,part2_cleaned.csv
0.3205,1.7,3.781,0.2275,2.3,3.84,0.3359,2.08,3.789,1.541719,15.18456526,78.4912,18.375,1.371513,13.39765181,part2_cleaned.csv
0.1371,1.597,3.6,0.5563,1.874,3.942,0.2503,1.657,3.661,1.411225,19.25975988,82.2055,22.3433,1.284429,17.39553843,part2_cleaned.csv
0.3891,1.376,3.408,0.8673,2.316,3.637,0.4982,1.751,3.957,1.384612,18.00862775,80.2774,20.0171,1.259057,15.8985216,part2_cleaned.csv
0.5187,1.701,3.46,0.3866,2.144,3.935,0.6622,1.703,3.749,1.423616,20.00889122,80.1309,22.8253,1.293092,17.65168659,part2_cleaned.csv
0.3277,1.508,3.776,0.4572,2.333,3.719,0.9873,1.95,3.829,1.540319,15.86279696,81.0536,19.8045,1.407081,14.07484673,part2_cleaned.csv
0.09,1.326,3.636,0.2337,1.883,3.743,0.5689,2.063,3.727,1.626866,15.24218404,78.2895,19.4135,1.448456,13.40285891,part2_cleaned.csv
0.5852,1.279,3.489,0.7761,2.048,3.734,0.8954,1.966,3.905,1.461274,15.67897477,80.9235,18.5406,1.327503,13.96652811,part2_cleaned.csv
0.1989,1.209,3.548,0.757,2.222,3.629,0.6608,1.813,3.764,1.518736,17.38018173,80.3841,21.2181,1.389845,15.26653044,part2_cleaned.csv
0.114,1.21,3.666,0.4954,2.027,3.824,0.2041,1.845,4.0,1.276652,16.11241618,78.6893,16.1863,1.13626,14.24528505,part2_cleaned.csv
0.2147,1.608,3.509,0.3965,2.156,3.918,0.515,1.815,3.689,1.522733,17.22732399,79.6364,20.8907,1.390832,15.02029076,part2_cleaned.csv
0.1136,1.366,3.661,0.2845,2.216,3.714,0.4566,1.912,3.612,1.620278,15.78404964,80.0055,20.461,1.484836,13.78000313,part2_cleaned.csv
0.5084,1.466,3.407,0.2674,1.82,3.858,0.4262,1.81,3.798,1.495952,16.98164865,79.8729,20.2907,1.367811,14.83444269,part2_cleaned.csv
0.2072,1.652,3.787,0.2012,2.162,3.631,0.5837,2.089,3.714,1.639508,15.20660798,77.2485,19.2591,1.440643,13.36840173,part2_cleaned.csv
0.1617,1.356,3.576,0.5576,1.905,3.668,0.6999,1.961,3.915,1.442673,15.66575747,81.055,18.3189,1.312364,13.95869362,part2_cleaned.csv
0.3967,1.603,3.456,0.2218,1.993,3.617,1.049,2.009,3.81,1.560978,15.52671579,79.6556,19.306,1.406449,13.72678019,part2_cleaned.csv
0.5611,1.55,3.733,0.3649,1.838,3.987,0.2058,1.857,3.684,1.540945,15.92598269,79.4479,19.4974,1.406193,13.86534733,part2_cleaned.csv
0.1727,1.498,3.483,0.6984,1.973,3.821,0.5475,1.98,3.634,1.67725,15.4680674,80.1618,20.797,1.536338,13.53674897,part2_cleaned.csv
0.2864,1.271,3.617,0.3092,2.167,3.648,0.5529,2.065,3.656,1.69693,15.23787929,78.1422,20.2057,1.514105,13.34498146,part2_cleaned.csv
0.1898,1.557,3.729,0.3195,1.823,3.696,0.9416,2.051,3.978,1.388045,15.30394301,71.7946,15.251,1.185358,12.86617028,part2_cleaned.csv
0.3248,1.287,3.495,0.324,2.326,3.65,0.4925,1.881,3.944,1.401391,16.17727374,81.096,18.385,1.277955,14.38627131,part2_cleaned.csv
0.3383,1.291,3.628,0.9157,2.15,3.775,0.3362,1.944,3.805,1.528318,15.56605299,80.7232,19.2039,1.399475,13.72224613,part2_cleaned.csv
0.403,1.492,3.575,0.7241,2.334,3.958,0.346,1.874,3.947,1.382036,16.05450661,80.6662,17.8981,1.257878,14.22883461,part2_cleaned.csv
0.536,1.222,3.452,0.6168,2.176,3.759,0.269,1.988,3.783,1.543086,15.35003284,80.5094,19.0698,1.408518,13.53890996,part2_cleaned.csv
0.08282,1.67,3.635,0.2621,2.121,3.671,0.4714,2.014,3.77,1.577934,15.36129002,80.0881,19.4126,1.433007,13.54678654,part2_cleaned.csv
0.5801,1.503,3.655,0.6285,2.241,3.733,0.4513,1.75,3.829,1.442419,17.98241545,79.69,20.6701,1.315063,15.71797918,part2_cleaned.csv
0.3407,1.612,3.652,0.6867,2.04,3.927,0.592,1.741,3.755,1.45195,18.76930834,79.8634,21.7645,1.321959,16.46379254,part2_cleaned.csv
0.0997,1.425,3.722,0.9824,2.069,3.859,0.7543,2.057,3.64,1.716244,15.27587761,78.1947,20.5004,1.533495,13.36841731,part2_cleaned.csv
0.4442,1.667,3.665,0.3851,1.828,3.849,0.5352,1.906,3.754,1.582168,15.90890468,80.7441,20.3237,1.453354,13.98402346,part2_cleaned.csv
0.1834,1.646,3.552,0.2983,2.37,3.775,0.48,1.646,3.602,1.447388,21.31596842,83.0811,25.6326,1.318437,19.4416406,part2_cleaned.csv
0.2333,1.718,3.591,0.4467,2.3,3.623,0.2647,2.099,3.667,1.666117,15.14156382,77.6983,19.6014,1.475612,13.28359941,part2_cleaned.csv
0.1741,1.347,3.487,0.3443,1.91,3.921,0.2595,1.723,3.76,1.415488,17.96302165,79.0656,20.1036,1.285518,15.63848442,part2_cleaned.csv
0.2533,1.721,3.689,0.8791,2.145,3.679,0.5263,1.676,3.977,1.351852,19.60936912,79.9911,21.2048,1.224786,17.31305534,part2_cleaned.csv
0.5956,1.52,3.591,0.808,2.039,3.635,0.6115,1.744,3.673,1.46939,18.98611095,79.9975,22.3177,1.336382,16.70009032,part2_cleaned.csv
0.4885,1.562,3.626,0.6569,2.188,3.952,0.676,1.662,3.848,1.37615,20.77227875,80.2853,22.9502,1.247224,18.40101151,part2_cleaned.csv
0.1859,1.774,3.523,0.3339,2.007,3.92,0.8793,1.802,3.826,1.505641,17.73870755,81.0581,21.6491,1.377878,15.71191598,part2_cleaned.csv
0.3415,1.311,3.558,0.4872,1.802,3.989,0.8762,1.705,3.663,1.450128,20.78242217,81.0688,24.4318,1.315883,18.56688774,part2_cleaned.csv
0.1605,1.329,3.478,0.2409,2.347,3.831,1.042,1.965,3.995,1.375115,15.73695107,80.5843,17.4385,1.240939,14.05268679,part2_cleaned.csv
0.2456,1.684,3.698,0.5644,2.378,3.65,1.089,2.026,3.797,1.575416,15.45485081,78.9887,19.232,1.409585,13.64376034,part2_cleaned.csv
0.1777,1.498,3.623,0.5288,1.859,3.835,0.3225,1.839,3.997,1.327441,16.45963056,80.0894,17.4989,1.202626,14.55057012,part2_cleaned.csv
0.4482,1.54,3.578,0.8406,1.803,3.63,1.097,1.966,3.839,1.533803,15.72835223,80.7939,19.4909,1.396151,13.96044406,part2_cleaned.csv
0.2531,1.472,3.601,0.912,2.014,3.778,1.156,1.825,3.712,1.549322,17.82057813,80.9638,22.354,1.418059,15.76377821,part2_cleaned.csv
0.1855,1.776,3.653,0.4749,2.008,3.707,0.3217,2.015,3.727,1.610295,15.31222979,80.0315,19.7335,1.466131,13.45959964,part2_cleaned.csv
0.5648,1.411,3.729,0.9112,2.035,3.775,0.9141,1.92,3.951,1.415282,15.95468621,81.4753,18.3974,1.28904,14.27219356,part2_cleaned.csv
0.3029,1.631,3.59,0.2427,2.108,3.826,0.4542,1.787,3.948,1.392096,17.44462268,80.2462,19.4875,1.266754,15.3837765,part2_cleaned.csv
0.3763,1.502,3.523,0.9163,2.118,3.74,0.3741,1.9,3.911,1.422846,15.87579356,80.9007,18.2745,1.298422,14.0743909,part2_cleaned.csv
0.2378,1.288,3.561,0.2677,1.922,3.753,0.2039,1.968,3.896,1.394554,15.34471897,80.2178,17.1658,1.259174,13.63261995,part2_cleaned.csv
0.2371,1.666,3.764,0.3459,1.954,3.933,0.9618,1.89,3.916,1.451462,16.49796318,81.4975,19.5155,1.325572,14.72233995,part2_cleaned.csv
0.07171,1.454,3.516,0.6267,2.082,3.617,0.5323,1.939,3.675,1.635146,15.71327203,80.454,20.6714,1.501968,13.76290565,part2_cleaned.csv
0.4991,1.305,3.436,0.2198,1.948,3.601,1.002,2.003,3.673,1.686458,15.53568176,79.7156,20.8857,1.532691,13.62681962,part2_cleaned.csv
0.5454,1.794,3.477,0.8567,2.14,3.728,0.828,1.786,3.932,1.42765,18.19784064,81.1386,21.0799,1.301289,16.19926017,part2_cleaned.csv
0.1454,1.341,3.525,0.9252,1.901,3.883,0.7753,1.692,3.866,1.405359,20.18247419,80.6614,22.8785,1.276884,17.91744474,part2_cleaned.csv
0.1348,1.451,3.609,0.2559,2.175,3.739,0.9677,1.759,3.789,1.47876,18.88169644,80.9676,22.6074,1.349099,16.75737864,part2_cleaned.csv
0.2102,1.274,3.643,0.8276,2.251,3.712,0.9602,1.715,3.821,1.436235,19.94412032,81.0188,23.2074,1.30657,17.76206993,part2_cleaned.csv
0.2959,1.453,3.74,0.6952,1.867,3.773,1.148,1.678,3.64,1.445153,21.75869503,82.188,25.8437,1.310955,19.7136496,part2_cleaned.csv
0.2516,1.537,3.536,0.7192,2.22,3.931,0.695,2.063,3.929,1.426933,15.26138348,76.1277,16.5783,1.236424,13.40827103,part2_cleaned.csv
0.25,1.722,3.755,0.4498,2.041,3.643,0.6436,1.679,3.674,1.425028,20.83653345,81.3621,24.1586,1.293196,18.68128848,part2_cleaned.csv
0.1523,1.484,3.601,0.9986,2.268,3.825,0.8918,1.646,3.802,1.37474,21.82870821,80.9868,24.3031,1.243816,19.53918265,part2_cleaned.csv
0.3566,1.263,3.438,0.399,2.336,3.836,1.091,1.646,3.853,1.375161,21.97969955,81.3974,24.6029,1.244328,19.77200684,part2_cleaned.csv
0.1922,1.331,3.431,0.4878,2.36,3.724,0.2126,1.8,3.847,1.437416,16.53599785,78.5747,18.6765,1.303785,14.32483792,part2_cleaned.csv
0.3919,1.297,3.738,0.6295,2.335,3.672,0.2872,1.817,3.649,1.522006,16.73923235,79.1809,20.1731,1.387241,14.54187574,part2_cleaned.csv
0.1769,1.603,3.515,0.3212,2.106,3.967,1.137,1.726,3.799,1.452211,19.9610283,81.2767,23.5602,1.321609,17.82690888,part2_cleaned.csv
0.5184,1.687,3.442,0.6799,2.296,3.723,1.07,1.666,3.953,1.380473,21.36895611,81.4881,24.0384,1.250785,19.21864021,part2_cleaned.csv
0.3014,1.445,3.722,0.6307,2.273,3.993,0.6494,2.045,3.635,1.714152,15.27249523,78.7464,20.6153,1.543032,13.3602772,part2_cleaned.csv
0.587,1.598,3.465,0.491,2.259,3.915,0.5168,1.852,3.633,1.564573,16.49442575,79.7908,20.5914,1.430677,14.39276881,part2_cleaned.csv
0.3928,1.273,3.762,0.647,1.928,3.726,0.6131,2.059,3.84,1.513053,15.25367879,78.3405,18.0807,1.341313,13.47984805,part2_cleaned.csv
0.5365,1.5,3.549,0.2311,1.821,3.704,1.188,1.628,3.835,1.36304,22.7868085,81.5921,25.342,1.23138,20.58013422,part2_cleaned.csv
0.2861,1.385,3.75,0.7487,1.874,3.835,0.6454,1.795,3.89,1.457174,17.62672661,80.7163,20.7321,1.330785,15.57888037,part2_cleaned.csv
0.395,1.733,3.68,0.3551,2.35,3.707,0.8729,1.707,3.694,1.443048,20.55349053,80.7565,23.9521,1.309561,18.29018421,part2_cleaned.csv
0.1638,1.56,3.452,0.4322,1.841,3.657,0.7665,1.976,3.814,1.547955,15.53509821,80.7451,19.4173,1.411114,13.76024459,part2_cleaned.csv
0.06584,1.3,3.569,0.5674,2.032,3.949,0.683,1.866,3.604,1.587491,16.58593096,79.8361,21.0208,1.451763,14.47953052,part2_cleaned.csv
0.2613,1.412,3.595,0.4575,2.347,3.877,0.5705,1.73,3.809,1.435399,18.82420344,79.9244,21.5958,1.306826,16.52536556,part2_cleaned.csv
0.05208,1.564,3.51,0.4474,2.233,3.911,0.207,1.871,3.736,1.53642,15.8679927,79.372,19.3508,1.401889,13.80337838,part2_cleaned.csv
0.3876,1.473,3.6,0.8377,2.17,3.77,0.4323,1.852,3.8,1.523516,16.27814805,80.4456,19.9505,1.396453,14.286582,part2_cleaned.csv
0.4719,1.226,3.509,0.7333,2.065,3.759,0.9079,1.889,3.741,1.593197,16.4712374,80.9686,21.2477,1.463632,14.5171302,part2_cleaned.csv
0.2842,1.345,3.758,0.7048,1.807,3.775,0.8653,1.747,3.655,1.482296,19.20204295,80.523,22.9193,1.347952,17.00307448,part2_cleaned.csv
0.1733,1.699,3.548,0.5224,1.874,3.786,0.3933,1.633,3.717,1.375542,21.02469096,81.6722,23.6199,1.246838,18.94383138,part2_cleaned.csv
0.359,1.534,3.492,0.6759,2.249,3.687,1.066,1.986,3.738,1.632545,15.58577813,80.2315,20.4145,1.486127,13.73670231,part2_cleaned.csv
0.522,1.734,3.525,0.3482,2.249,3.833,0.7169,1.737,3.966,1.386857,18.91613083,80.8426,21.2082,1.260429,16.82618607,part2_cleaned.csv
0.5055,1.546,3.58,0.3111,2.276,3.913,0.8786,1.708,3.713,1.440287,20.41803278,80.6717,23.7238,1.307478,18.14469731,part2_cleaned.csv
0.09389,1.783,3.583,0.3098,1.84,3.629,1.19,2.076,3.832,1.539719,15.29671872,76.5265,18.024,1.333899,13.51227188,part2_cleaned.csv
0.2219,1.543,3.58,0.5374,2.062,3.78,0.2608,1.873,3.859,1.456862,15.97254441,79.8376,18.5781,1.327752,13.99211063,part2_cleaned.csv
0.427,1.694,3.709,0.3496,2.354,3.797,0.7103,1.702,3.817,1.415766,19.93348559,80.3228,22.668,1.286556,17.61915702,part2_cleaned.csv
0.5327,1.356,3.613,0.7403,2.024,3.995,1.004,2.062,3.916,1.451262,15.29850684,76.16,16.9091,1.254242,13.48157319,part2_cleaned.csv
0.07187,1.208,3.407,0.5736,2.248,3.621,0.4221,1.969,3.665,1.653861,15.43437457,80.3779,20.5175,1.517213,13.52316214,part2_cleaned.csv
0.3223,1.605,3.652,0.2513,2.088,3.655,0.5315,1.837,3.701,1.542198,16.92450283,79.8284,20.836,1.411008,14.76672541,part2_cleaned.csv
0.5275,1.632,3.479,0.8784,2.143,3.656,0.5501,1.958,3.986,1.362438,15.62466838,81.0364,17.2507,1.235329,13.96449293,part2_cleaned.csv
0.1839,1.649,3.467,0.7315,2.246,3.639,1.167,1.609,3.643,1.413723,24.36693861,83.5345,28.776,1.281212,22.46001347,part2_cleaned.csv
0.353,1.457,3.712,0.9184,2.036,3.636,0.386,1.941,3.819,1.519552,15.60235745,80.8877,19.1773,1.391366,13.78309521,part2_cleaned.csv
0.4999,1.517,3.489,0.8587,2.24,3.82,0.5577,1.918,3.719,1.606489,15.79584952,80.7351,20.4872,1.476708,13.87357386,part2_cleaned.csv
0.5132,1.325,3.715,0.5007,2.01,3.754,0.3643,1.761,3.969,1.360324,17.53968063,79.6505,19.0043,1.234447,15.39501146,part2_cleaned.csv
0.2396,1.646,3.736,0.2131,1.884,3.917,0.936,1.94,3.96,1.407039,15.89361158,81.2781,18.1762,1.278751,14.21399767,part2_cleaned.csv
0.4711,1.523,3.428,0.9403,2.113,3.999,0.3228,1.99,3.748,1.587465,15.36325239,80.4402,19.6183,1.450725,13.52307135,part2_cleaned.csv
0.5238,1.455,3.634,0.2003,2.082,3.696,0.9176,1.927,3.652,1.641348,15.94758284,80.6758,21.1173,1.507421,14.00890986,part2_cleaned.csv
0.3949,1.421,3.443,0.6041,1.824,3.977,0.3626,1.872,3.994,1.336984,16.08139934,80.7867,17.3696,1.213537,14.31320288,part2_cleaned.csv
0.18,1.779,3.494,0.5926,1.869,3.717,0.8626,1.853,3.739,1.563768,16.71101427,80.9263,21.1478,1.434866,14.7384926,part2_cleaned.csv
0.2818,1.483,3.789,0.4566,2.35,3.704,0.6869,1.737,3.949,1.399914,18.84803535,80.7182,21.298,1.273352,16.72593359,part2_cleaned.csv
0.2257,1.613,3.578,0.4203,1.841,3.689,0.8055,1.761,3.967,1.392021,18.55931457,81.1344,20.961,1.265854,16.55880822,part2_cleaned.csv
0.5007,1.478,3.532,0.5921,2.393,3.769,0.7958,1.993,3.775,1.589082,15.51220702,80.2991,19.7939,1.44535,13.69486104,part2_cleaned.csv
0.4598,1.642,3.621,0.6475,2.046,3.767,1.079,1.735,3.718,1.466211,19.78993003,80.9165,23.4789,1.333962,17.60087828,part2_cleaned.csv
0.164,1.741,3.728,0.2675,2.225,3.886,0.2711,2.013,3.805,1.518711,15.30305934,80.3905,18.6835,1.381348,13.52555632,part2_cleaned.csv
0.5815,1.788,3.527,0.9396,2.075,3.863,0.8971,1.997,3.954,1.411837,15.52665312,79.8414,17.5021,1.267821,13.80488493,part2_cleaned.csv
0.2234,1.792,3.788,0.9513,1.838,3.996,0.714,1.844,3.804,1.533572,16.96522841,80.7763,21.0159,1.405855,14.94882332,part2_cleaned.csv
0.2721,1.212,3.485,0.8561,2.394,3.649,0.8257,1.989,3.899,1.463921,15.52838253,80.4751,18.2939,1.324729,13.80951603,part2_cleaned.csv
0.4321,1.538,3.509,0.5933,2.322,3.961,0.7156,1.882,3.898,1.459882,16.39115688,81.2722,19.4477,1.334803,14.56975091,part2_cleaned.csv
0.32,1.738,3.607,0.7117,2.118,3.61,0.3943,1.716,3.884,1.399778,18.46770052,79.2555,20.4881,1.272412,16.10178027,part2_cleaned.csv
0.5722,1.76,3.761,0.8403,2.383,3.982,0.6842,1.975,3.724,1.631838,15.51459689,80.5608,20.3958,1.493563,13.65580721,part2_cleaned.csv
0.1799,1.539,3.765,0.4732,1.932,3.979,0.8443,2.086,3.97,1.389695,15.24342082,59.0381,12.5065,1.048759,11.92501111,part2_cleaned.csv
0.5417,1.657,3.541,0.2783,1.852,3.71,0.3814,1.846,3.982,1.35084,16.40550219,80.6109,17.8644,1.22703,14.55902989,part2_cleaned.csv
0.3465,1.379,3.67,0.3818,1.845,3.792,0.9083,2.067,3.601,1.743401,15.28341632,77.9228,20.7626,1.554444,13.3569488,part2_cleaned.csv
