actual_Voc,actual_Jsc,actual_FF,actual_eta,pred_XGBoost_Voc,pred_XGBoost_Jsc,pred_XGBoost_FF,pred_XGBoost_eta,pred_RandomForest_Voc,pred_RandomForest_Jsc,pred_RandomForest_FF,pred_RandomForest_eta,pred_GradientBoosting_Voc,pred_GradientBoosting_Jsc,pred_GradientBoosting_FF,pred_GradientBoosting_eta,pred_LinearRegression_Voc,pred_LinearRegression_Jsc,pred_LinearRegression_FF,pred_LinearRegression_eta,pred_RidgeRegression_Voc,pred_RidgeRegression_Jsc,pred_RidgeRegression_FF,pred_RidgeRegression_eta,pred_KNeighborsRegressor_Voc,pred_KNeighborsRegressor_Jsc,pred_KNeighborsRegressor_FF,pred_KNeighborsRegressor_eta,pred_ANN_Voc,pred_ANN_Jsc,pred_ANN_FF,pred_ANN_eta,pred_CNN_Voc,pred_CNN_Jsc,pred_CNN_FF,pred_CNN_eta,pred_RNN_Voc,pred_RNN_Jsc,pred_RNN_FF,pred_RNN_eta
1.541373,15.19093412,77.0763,18.0473,1.5282624,16.165413,73.53357,17.603897,1.5188056634285816,16.45842503087705,75.95332592857174,18.840565757142937,1.4693575907919303,17.345816881583797,74.32491860900245,19.40560316658426,1.4259742972224054,21.42470165284515,85.78793979371197,25.93091337936873,1.425984298477508,21.424096569060776,85.78462733518387,25.92959171747227,1.4781002,16.384121475999997,76.46666,18.49254,1.4766207,18.089981,74.48225,19.313148,1.4973774,16.758238,75.70796,18.684254,1.5063515,16.781662,75.77642,18.910225
1.436796,24.3456308,87.2853,30.5322,1.4160075,23.730024,85.6144,29.16039,1.4345199819999932,23.97420308450023,86.4709894000004,29.7678033999998,1.3754765098084776,22.146932315114256,80.26004801445536,25.539812852118807,1.372320763167649,19.660928979290745,76.88842696261857,22.235221665211466,1.3723481792489516,19.66081636997639,76.8881892503005,22.235070882939574,1.4253026,25.392376306,82.78926,29.92344,1.451577,24.048172,82.87994,28.797916,1.4424183,24.57771,85.73689,30.58445,1.4162713,24.823812,86.39978,30.421413
1.31492,15.74961432,80.4033,16.6511,1.3939183,17.479555,82.16277,19.218102,1.3829019579999997,18.363466995719957,80.87757000000013,20.85217399999991,1.4663292151044307,20.96611302782298,80.5610299831615,25.32387977534585,1.5401961701088334,25.46485453608545,76.4977780045852,29.109818427954835,1.5401722899268917,25.46288757295295,76.49745667291998,29.107407817740032,1.500685,22.653882882,80.58902,27.64672,1.4275737,15.674036,76.84519,17.150644,1.4113989,16.194336,78.72949,17.208876,1.3723983,16.00525,77.72411,17.01709
1.3768,18.95695066,76.4392,19.9506,1.406885,19.617622,75.16697,19.922142,1.4342612181333352,18.524917963169333,78.3506423000001,20.7917293,1.433589059701105,17.382222556702235,75.47187769426543,21.00807713784973,1.3530392003929872,16.181034806431015,76.33088906656486,17.204811923897743,1.3530766628826083,16.182287742466407,76.33072390152289,17.206548819021332,1.4337878,17.496199839999996,77.74062,19.43836,1.4214865,18.981245,78.29353,20.785145,1.3720113,18.302837,78.44843,19.91415,1.3782939,17.919191,79.49015,19.602985
1.466311,18.15873132,67.4563,17.9612,1.4853747,17.924963,67.281685,17.516935,1.4677152880000106,18.147784120939846,67.47865220000067,17.962473199999895,1.439769887435599,16.6308186472942,74.12119400770472,17.89822284966155,1.442657095423156,17.820911240926517,88.08990287880465,23.36969897779412,1.442657139798787,17.821552094330947,88.08568393068313,23.369219555868167,1.4785891999999998,17.720905084,67.68012,17.722739999999998,1.4504826,17.796343,76.261505,19.384102,1.4666039,17.346031,66.38958,17.635262,1.4676725,17.960629,69.78732,18.0971
1.437573,23.31303902,63.1253,21.156,1.4363338,22.706564,66.33999,21.436987,1.438147070000005,23.222628664920197,63.50996879999977,21.190238400000155,1.4349779173358777,23.548500331768015,73.45144871796248,22.31838175785762,1.4571863999057242,21.11560496015312,71.54735562626385,22.20446291497274,1.4571904285247026,21.11521366362197,71.54890439727346,22.204567707182143,1.4494454,21.407568268,70.3951,21.54444,1.4480458,24.238012,63.13649,21.767286,1.4360791,24.268974,62.03832,21.379929,1.4266701,23.809738,62.230198,21.16701
1.332326,27.67892287,84.2096,31.0543,1.3825706,24.042202,83.22196,26.607439,1.40220451616667,23.651533568136703,80.81038870833326,26.76962565833334,1.3942653961865297,24.26606127220494,82.65976284416922,26.309210173802995,1.4520841260099104,25.181086966529463,81.20784924738837,28.30466330188146,1.4520901414119078,25.179235379525444,81.20599549058808,28.302583579873318,1.3520428,28.212410576,76.36389999999999,29.4151,1.3581712,26.791527,82.8646,29.995222,1.3389983,27.201916,85.42335,31.33784,1.3235109,27.175093,86.5255,31.198729
1.401364,23.12752061,74.261,24.068,1.4111365,20.569557,76.01326,21.47671,1.4012156403999922,20.74534407254396,73.32505855999952,21.47231395999997,1.419441613765536,17.851501978286898,76.53258525857646,19.96318392511282,1.398747947592601,18.443414522583893,71.70122335725917,19.277880905468397,1.3987682407003597,18.44382008473482,71.70273193503053,19.27883932944192,1.3788405999999995,20.649088312,77.30034,22.16246,1.4075212,22.989378,76.453285,24.816816,1.4110203,22.302406,76.29736,23.593546,1.3790418,22.165337,77.5991,23.37214
1.301416,17.6383994,68.4461,15.7117,1.3115934,18.428085,71.04654,16.825315,1.3165240640000082,18.07191980125995,69.49408160000037,16.5867419999999,1.3388949829921029,18.411378517679708,74.98927279535438,18.868182935597208,1.3509872298252743,17.553507696684967,71.64285791756616,16.773496811224224,1.3510262521010032,17.5544045017011,71.64427350139286,16.775500324705703,1.2898858,18.8310971,72.51032000000001,17.7273,1.3199517,17.229156,73.18738,17.00782,1.3187498,17.968134,72.05283,17.338596,1.2798485,17.412596,71.278625,16.234219
1.293398,22.46789054,88.3828,25.684,1.3296497,20.616695,85.15584,22.699347,1.4629874719999996,19.919670242400013,79.52011980000009,22.9991884,1.3410494352135898,22.380113063187554,82.12697386353358,24.109794765634696,1.3829201638486492,21.747700404855728,79.8868234324273,23.687160801575263,1.3829432978718468,21.746976800761843,79.88549992706143,23.68660283948445,1.3175688,24.476676062000003,86.55431999999999,27.82194,1.326831,22.673159,83.901245,25.193657,1.3381398,22.981342,85.622665,26.240831,1.2848479,22.91119,86.95929,25.894575
